Name,Sex,Event,Equipment,Age,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Bench1Kg,Bench2Kg,Bench3Kg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,MeetCountry,MeetState,MeetName,Federation,Date,Sanctioned
Mitchell Blenkiron,M,SBD,Wraps,27.0,M-OR,98.55,100,210.0,230.0,250.0,110.0,120.0,-125.0,210.0,230.0,,600.0,2,371.68,367.33,350.94,76.33,,Australia,SA,SA State Titles,GPC-AUS,2024-04-28,Yes
Kris Ryan,M,SBD,Raw,32.0,M-OR,96.35,100,155.0,-167.5,170.0,102.5,112.5,120.0,160.0,175.0,182.5,472.5,3,295.68,292.07,279.2,60.76,,Australia,SA,SA State Titles,GPC-AUS,2024-04-28,Yes
Ryan Basford,M,SBD,Wraps,35.0,M-OR,106.7,110,160.0,-170.0,-175.0,107.5,115.0,-130.0,145.0,160.0,185.0,460.0,1,275.66,273.36,261.09,56.37,,Australia,SA,SA State Titles,GPC-AUS,2024-04-28,Yes
Stuart Beven,M,SBD,Raw,29.0,M-OR,113.3,125,165.0,-185.0,-185.0,107.5,-115.0,,215.0,232.5,-240.0,505.0,1,295.86,294.63,281.87,60.22,,Australia,SA,SA State Titles,GPC-AUS,2024-04-28,Yes
Lucas Walladge,M,SBD,Raw,16.0,M-T2R,96.35,100,150.0,165.0,175.0,100.0,110.0,117.5,200.0,225.0,232.5,525.0,1,328.54,324.52,310.22,67.51,,Australia,SA,SA State Titles,GPC-AUS,2024-04-28,Yes
David Thomas #1,M,B,Raw,56.0,M-M4R,112.2,125,,,,160.0,170.0,175.0,,,,175.0,1,102.89,102.38,97.91,76.03,,Australia,SA,SA State Titles,GPC-AUS,2024-04-28,Yes
Chris Gibson,M,B,Raw,52.0,M-M3R,129.15,140,,,,132.5,140.0,145.0,,,,145.0,1,81.35,82.11,78.47,59.32,,Australia,SA,SA State Titles,GPC-AUS,2024-04-28,Yes
Laurie Bates,M,B,Raw,38.0,M-OR,93.0,100,,,,170.0,180.0,-200.0,,,,180.0,1,114.53,113.07,108.22,85.4,,Australia,SA,SA State Titles,GPC-AUS,2024-04-28,Yes
Luke Shakespeare,M,B,Single-ply,21.0,M-OE,97.8,100,,,,250.0,-270.0,270.0,,,,270.0,1,167.82,165.83,158.46,86.84,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Shane van Erp,M,B,Multi-ply,36.0,M-OE,137.6,140,,,,260.0,-265.0,272.5,,,,272.5,1,150.07,152.68,145.3,76.95,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Dave Thomas,M,B,Raw,48.0,M-OR,109.7,110,,,,150.0,160.0,170.0,,,,170.0,1,100.79,100.13,95.69,74.61,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Nicola McDonell,F,SBD,Wraps,19.0,F-OR,59.52,60,125.0,135.0,-140.0,57.5,62.5,-65.0,140.0,152.5,-157.5,350.0,1,389.97,392.65,346.96,79.56,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Winona Tabe,F,SBD,Wraps,17.0,F-OR,58.28,60,115.0,-125.0,125.0,60.0,65.0,-67.5,115.0,122.5,-125.0,312.5,2,352.91,356.38,315.01,72.11,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Aimie Campbell,F,SBD,Wraps,27.0,F-OR,64.84,67.5,85.0,92.5,100.0,50.0,52.5,-55.0,107.5,115.0,120.0,272.5,1,288.04,286.4,252.81,58.55,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Jessica Sharpe,F,SBD,Wraps,19.0,F-OR,74.72,75,127.5,135.0,-142.5,70.0,75.0,,140.0,150.0,-157.5,360.0,1,351.33,343.04,301.79,71.56,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Jess McCallum,F,SBD,Wraps,33.0,F-OR,74.14,75,120.0,-130.0,-130.0,57.5,60.0,-62.5,152.5,162.5,170.0,350.0,2,342.99,335.16,294.95,69.83,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Krik Karafylidis,M,SBD,Wraps,25.0,M-OR,59.14,60,125.0,130.0,135.0,80.0,-90.0,-90.0,-155.0,155.0,165.0,380.0,1,324.59,328.42,320.97,62.8,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Dylan Northcott,M,SBD,Wraps,19.0,M-OR,66.7,67.5,130.0,140.0,145.0,95.0,102.5,107.5,-160.0,167.5,172.5,425.0,1,330.42,330.85,321.33,65.88,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Jason Derulow,M,SBD,Wraps,34.0,M-OR,74.36,75,210.0,230.0,-235.0,92.5,100.0,-105.0,220.0,240.0,-245.0,570.0,1,411.19,408.6,394.95,83.47,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Patrick Morrison #1,M,SBD,Wraps,26.0,M-OR,82.34,82.5,240.0,270.0,300.0,-160.0,160.0,175.0,270.0,290.0,300.0,775.0,1,525.56,519.78,500.18,107.71,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Harvard Ye,M,SBD,Wraps,22.0,M-OR,82.04,82.5,225.0,235.0,242.5,-120.0,-130.0,130.0,245.0,260.0,-265.0,632.5,2,429.81,425.14,409.18,88.07,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Matthew Douglas,M,SBD,Wraps,31.0,M-OR,81.38,82.5,195.0,210.0,217.5,100.0,110.0,-115.0,220.0,240.0,-245.0,567.5,3,387.44,383.33,369.07,79.35,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Anthony Kellow,M,SBD,Wraps,21.0,M-OR,80.76,82.5,160.0,-170.0,170.0,120.0,-125.0,-125.0,210.0,222.5,-230.0,512.5,4,351.44,347.82,334.99,71.93,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Adam Todd,M,SBD,Wraps,32.0,M-OR,89.92,90,245.0,265.0,275.0,155.0,165.0,-170.0,270.0,290.0,300.0,740.0,1,478.7,472.63,452.98,98.42,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Anthony Edwardes,M,SBD,Wraps,27.0,M-OR,89.02,90,230.0,245.0,252.5,145.0,152.5,160.0,230.0,250.0,255.0,667.5,2,434.01,428.53,410.9,89.22,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Tayler Smith,M,SBD,Wraps,20.0,M-OR,87.36,90,185.0,-200.0,-200.0,105.0,110.0,-115.0,205.0,217.5,222.5,517.5,3,339.78,335.56,322.03,69.82,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
James Wenstworth,M,SBD,Wraps,22.0,M-OR,96.04,100,240.0,250.0,260.0,145.0,152.5,-160.0,260.0,-275.0,275.0,687.5,1,430.86,425.57,406.86,88.55,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Allan Todd,M,SBD,Wraps,61.0,M-OR,110.0,110,-200.0,210.0,220.0,110.0,120.0,130.0,210.0,225.0,235.0,585.0,1,346.48,344.27,329.03,70.7,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Roland White,M,SBD,Wraps,21.0,M-OR,102.4,110,215.0,230.0,,20.0,,,-240.0,250.0,-260.0,500.0,2,304.67,301.51,287.9,62.46,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Alexander Sturm,M,SBD,Wraps,21.0,M-OR,119.5,125,200.0,220.0,225.0,120.0,127.5,-132.5,180.0,200.0,210.0,562.5,1,323.5,323.71,310.19,65.51,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Marc Keegan,M,SBD,Wraps,43.0,M-OR,137.4,140,275.0,285.0,-300.0,155.0,165.0,-170.0,255.0,-265.0,265.0,715.0,1,393.92,400.69,381.37,78.53,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Steven White,M,SBD,Wraps,26.0,M-OR,128.4,140,190.0,200.0,210.0,150.0,-160.0,-160.0,200.0,220.0,240.0,600.0,2,337.23,340.13,325.14,67.76,,Australia,SA,SA State Championship,GPC-AUS,2016-04-10,Yes
Eden Russell,F,SBD,Wraps,16.0,F-OR,60.65,67.5,90.0,95.0,-97.5,42.5,47.5,50.0,92.5,-97.5,-100.0,237.5,1,261.5,262.59,231.98,53.29,,Australia,SA,SA State Titles,GPC-AUS,2023-04-23,Yes
Chantal Potgieter,F,SBD,Wraps,30.0,F-OR,72.2,75,122.5,132.5,140.0,90.0,95.0,-100.0,145.0,152.5,-165.0,387.5,1,385.21,377.52,332.51,78.35,,Australia,SA,SA State Titles,GPC-AUS,2023-04-23,Yes
Shelby Woodard,F,SBD,Wraps,26.0,F-OR,80.1,82.5,105.0,115.0,-130.0,52.5,60.0,-65.0,130.0,140.0,150.0,325.0,1,306.04,297.17,260.6,62.58,,Australia,SA,SA State Titles,GPC-AUS,2023-04-23,Yes
Terri Herrero,F,SBD,Wraps,42.0,F-OR,75.2,82.5,85.0,-92.5,95.0,52.5,57.5,-62.5,112.5,120.0,125.0,277.5,2,269.9,263.36,231.64,54.99,,Australia,SA,SA State Titles,GPC-AUS,2023-04-23,Yes
Pantelis Markobotsaris,M,SBD,Wraps,27.0,M-OR,80.85,82.5,190.0,210.0,-220.0,115.0,125.0,130.0,225.0,245.0,260.0,600.0,1,411.18,406.92,391.9,84.17,,Australia,SA,SA State Titles,GPC-AUS,2023-04-23,Yes
Kyle Wilkinson #1,M,SBD,Wraps,30.0,M-OR,80.55,82.5,145.0,-155.0,160.0,80.0,85.0,-92.5,175.0,190.0,-200.0,435.0,2,298.75,295.7,284.83,61.14,,Australia,SA,SA State Titles,GPC-AUS,2023-04-23,Yes
Ben Batten,M,SBD,Wraps,31.0,M-OR,88.4,90,220.0,235.0,250.0,140.0,150.0,160.0,225.0,240.0,252.5,662.5,1,432.31,426.88,409.45,88.86,,Australia,SA,SA State Titles,GPC-AUS,2023-04-23,Yes
Brady Felton,M,SBD,Wraps,35.0,M-OR,89.1,90,-180.0,180.0,190.0,135.0,142.5,-147.5,220.0,225.0,-230.0,557.5,2,362.32,357.75,343.02,74.48,,Australia,SA,SA State Titles,GPC-AUS,2023-04-23,Yes
Kris Ryan,M,SBD,Wraps,30.0,M-OR,88.8,90,140.0,150.0,-157.5,100.0,107.5,112.5,150.0,160.0,170.0,432.5,3,281.57,278.02,266.61,57.88,,Australia,SA,SA State Titles,GPC-AUS,2023-04-23,Yes
Mitchell Blenkiron,M,SBD,Wraps,26.0,M-OR,97.45,100,205.0,220.0,230.0,105.0,112.5,117.5,200.0,210.0,-220.0,557.5,1,347.08,342.93,327.71,71.3,,Australia,SA,SA State Titles,GPC-AUS,2023-04-23,Yes
Luca Borrelli,M,SBD,Wraps,26.0,M-OR,107.95,110,230.0,240.0,250.0,140.0,147.5,-152.5,235.0,250.0,260.0,657.5,1,392.22,389.24,371.83,80.14,,Australia,SA,SA State Titles,GPC-AUS,2023-04-23,Yes
Andrew Smith #27,M,SBD,Wraps,62.0,M-OR,104.65,110,120.0,130.0,140.0,130.0,135.0,-140.0,160.0,180.0,-200.0,455.0,2,274.78,272.21,259.93,56.26,,Australia,SA,SA State Titles,GPC-AUS,2023-04-23,Yes
Alex Manoel,M,SBD,Wraps,25.0,M-OR,119.0,125,255.0,285.0,300.0,172.5,180.0,-187.5,225.0,240.0,250.0,730.0,1,420.42,420.52,402.93,85.17,,Australia,SA,SA State Titles,GPC-AUS,2023-04-23,Yes
Stuart Beven,M,SBD,Wraps,28.0,M-OR,111.35,125,150.0,160.0,170.0,105.0,112.5,-117.5,210.0,220.0,227.5,510.0,2,300.68,299.03,285.91,61.29,,Australia,SA,SA State Titles,GPC-AUS,2023-04-23,Yes
Ryan Basford,M,SBD,Wraps,34.0,M-OR,119.3,125,140.0,155.0,170.0,115.0,125.0,135.0,160.0,180.0,200.0,505.0,3,290.59,290.73,278.58,58.85,,Australia,SA,SA State Titles,GPC-AUS,2023-04-23,Yes
Matt Ross,M,SBD,Wraps,51.0,M-OR,133.85,140,-175.0,175.0,192.5,105.0,115.0,-117.5,220.0,-242.5,-242.5,527.5,1,292.82,296.86,283.04,58.55,,Australia,SA,SA State Titles,GPC-AUS,2023-04-23,Yes
Simon Gimenez,M,SBD,Wraps,34.0,M-OR,153.9,140+,235.0,255.0,265.0,165.0,172.5,177.5,235.0,257.5,270.0,712.5,1,380.54,392.8,370.35,74.9,,Australia,SA,SA State Titles,GPC-AUS,2023-04-23,Yes
Chris Gibson,M,B,Raw,51.0,M-OR,126.6,140,,,,117.5,125.0,127.5,,,,127.5,1,71.97,72.47,69.33,52.59,,Australia,SA,SA State Titles,GPC-AUS,2023-04-23,Yes
Nicole Farrell,F,SBD,Wraps,28.0,F-OR,47.52,48,120.0,130.0,135.0,60.0,-65.0,-65.0,130.0,140.0,146.0,341.0,1,443.29,454.96,405.24,93.51,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Dayna Northrope,F,SBD,Raw,22.0,F-OR,47.02,48,85.0,95.0,100.0,40.0,45.0,50.0,90.0,105.0,110.0,260.0,2,340.64,349.57,311.6,72.04,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Viviane Buzzi,F,SBD,Wraps,54.0,F-OR,46.62,48,70.0,-80.0,-80.0,45.0,47.5,-50.0,115.0,125.0,-132.5,242.5,3,319.73,328.05,292.62,67.77,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Kathleen Beggs,F,SBD,Wraps,31.0,F-OR,51.5,52,120.0,135.0,140.0,60.0,65.0,67.5,150.0,-155.0,165.0,372.5,1,457.11,467.84,414.86,94.85,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Vanessa Schimizzi,F,SBD,Wraps,27.0,F-OR,51.54,52,107.5,115.0,122.5,67.5,70.0,72.5,147.5,157.5,-165.0,352.5,2,432.33,442.46,392.34,89.69,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Natalie Ingram,F,SBD,Wraps,33.0,F-OR,52.0,52,127.5,135.0,140.0,67.5,-72.5,-72.5,140.0,-147.5,-147.5,347.5,3,423.57,433.21,384.0,87.75,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Yasmin Moyses,F,SBD,Wraps,32.0,F-OR,51.12,52,110.0,115.0,120.0,70.0,72.5,75.0,127.5,135.0,-140.0,330.0,4,407.06,416.83,369.74,84.57,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Amy McGarity,F,SBD,Wraps,30.0,F-OR,50.9,52,-125.0,125.0,135.0,55.0,60.0,-65.0,125.0,-135.0,-135.0,320.0,5,395.93,405.54,359.79,82.32,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Zhara Krine,F,SBD,Wraps,29.0,F-OR,51.66,52,132.5,137.5,-140.0,55.0,60.0,-62.5,65.0,,,262.5,6,321.43,328.9,291.62,66.66,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Jessica Bowie,F,SBD,Wraps,26.0,F-OR,51.84,52,105.0,115.0,-122.5,-65.0,-67.5,,-130.0,,,,DQ,,,,,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Jessica Zukowski,F,SBD,Wraps,31.0,F-OR,55.66,56,172.5,182.5,-190.0,87.5,92.5,95.0,182.5,-190.0,-190.0,460.0,1,535.35,543.83,481.1,109.88,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Michelle Hewlett,F,SBD,Wraps,34.0,F-OR,56.0,56,152.5,162.5,167.5,80.0,85.0,87.5,170.0,185.0,-188.0,440.0,2,510.01,517.71,457.93,104.61,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Belinda Ryder,F,SBD,Wraps,48.0,F-OR,55.6,56,130.0,145.0,152.5,70.0,75.0,-80.0,160.0,167.5,177.5,405.0,3,471.68,479.21,423.95,96.82,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Helene Faccio,F,SBD,Wraps,51.0,F-OR,55.74,56,130.0,137.5,145.0,70.0,75.0,77.5,165.0,175.0,-185.0,397.5,4,462.17,469.41,415.25,94.84,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Jacinta Denham,F,SBD,Wraps,44.0,F-OR,55.62,56,135.0,142.5,145.0,55.0,60.0,65.0,140.0,150.0,157.5,367.5,5,427.91,434.72,384.58,87.83,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Joanna Lawrence,F,SBD,Wraps,49.0,F-OR,55.38,56,122.5,127.5,130.0,80.0,82.5,-85.0,145.0,-150.0,-150.0,357.5,6,417.46,424.32,375.42,85.73,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Sammie Johannes,F,SBD,Wraps,25.0,F-OR,56.0,56,137.5,-145.0,-145.0,60.0,65.0,-70.0,145.0,-160.0,-160.0,347.5,7,402.79,408.87,361.66,82.62,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Bec Giles,F,SBD,Wraps,33.0,F-OR,59.58,60,150.0,157.5,162.5,85.0,90.0,95.0,160.0,170.0,-180.0,427.5,1,476.01,479.22,423.45,97.11,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Dani Pearsall,F,SBD,Wraps,49.0,F-OR,58.56,60,137.5,-145.0,-145.0,70.0,77.5,80.0,150.0,157.5,165.0,382.5,2,430.63,434.58,384.1,87.96,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Sevasti Anastasiadis,F,SBD,Wraps,19.0,F-OR,58.74,60,-140.0,140.0,147.5,60.0,65.0,,145.0,155.0,160.0,372.5,3,418.54,422.2,373.15,85.47,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Rebecca MacPherson,F,SBD,Wraps,29.0,F-OR,58.94,60,140.0,150.0,-155.0,62.5,-67.5,67.5,140.0,150.0,-152.5,367.5,4,412.03,415.43,367.15,84.12,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Renee Gill,F,SBD,Wraps,30.0,F-OR,58.36,60,132.5,140.0,145.0,80.0,82.5,85.0,125.0,132.5,-137.5,362.5,5,409.01,412.95,365.01,83.57,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Ruchell MacGregor,F,SBD,Wraps,40.0,F-OR,59.78,60,135.0,-142.5,142.5,55.0,57.5,60.0,145.0,152.5,157.5,360.0,6,400.0,402.5,355.65,81.58,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Alecha Mahoney-Piva,F,SBD,Wraps,24.0,F-OR,59.08,60,117.5,122.5,-125.0,67.5,72.5,75.0,150.0,160.0,-165.0,357.5,7,400.21,403.38,356.49,81.69,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Leisa Ohl,F,SBD,Wraps,27.0,F-OR,59.02,60,130.0,-135.0,135.0,65.0,70.0,75.0,130.0,142.5,145.0,355.0,8,397.67,400.88,354.28,81.18,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Rebeka O'Keefe,F,SBD,Wraps,24.0,F-OR,59.32,60,117.5,125.0,130.0,67.5,72.5,75.0,127.5,142.5,150.0,355.0,9,396.39,399.3,352.86,80.89,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Rachel Christie,F,SBD,Wraps,44.0,F-OR,59.5,60,-115.0,115.0,125.0,55.0,-60.0,60.0,140.0,152.5,160.0,345.0,10,384.48,387.14,342.1,78.44,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Abby Tuong,F,SBD,Wraps,30.0,F-OR,59.22,60,115.0,125.0,-130.0,62.5,67.5,-72.5,135.0,145.0,150.0,342.5,11,382.84,385.75,340.89,78.13,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Steph Mckay-Gillies,F,SBD,Wraps,26.0,F-OR,59.5,60,122.5,-132.5,132.5,62.5,67.5,-70.0,135.0,-142.5,142.5,342.5,12,381.69,384.34,339.62,77.87,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Lauren Green #1,F,SBD,Wraps,39.0,F-OR,65.88,67.5,-200.0,200.0,212.5,95.0,100.0,102.5,195.0,207.5,210.0,525.0,1,549.74,545.35,481.26,111.71,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Casey Pawson,F,SBD,Wraps,23.0,F-OR,67.18,67.5,-195.0,195.0,212.5,107.5,-115.0,-115.0,187.5,200.0,-205.0,520.0,2,538.32,532.54,469.81,109.38,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Belinda Selvanera,F,SBD,Wraps,45.0,F-OR,65.32,67.5,180.0,-190.0,190.0,90.0,-100.0,100.0,190.0,200.0,-205.0,490.0,3,515.68,512.2,452.06,104.8,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Alicia Ballantyne,F,SBD,Wraps,26.0,F-OR,67.26,67.5,135.0,147.5,157.5,87.5,95.0,100.0,160.0,172.5,-180.0,430.0,4,444.84,439.99,388.16,90.39,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Jac Quarisa,F,SBD,Wraps,31.0,F-OR,65.88,67.5,147.5,157.5,-165.0,70.0,75.0,77.5,165.0,180.0,190.0,425.0,5,445.02,441.47,389.59,90.43,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Alicia Smith #1,F,SBD,Wraps,29.0,F-OR,66.94,67.5,150.0,-160.0,160.0,75.0,-80.0,80.0,155.0,165.0,172.5,412.5,6,427.92,423.54,373.67,86.95,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Erin Saunders,F,SBD,Wraps,30.0,F-OR,67.16,67.5,135.0,150.0,165.0,70.0,75.0,-77.5,-150.0,162.5,172.5,412.5,7,427.11,422.54,372.77,86.78,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Michelle Smith #1,F,SBD,Wraps,47.0,F-OR,66.16,67.5,140.0,147.5,152.5,72.5,75.0,-77.5,160.0,170.0,177.5,405.0,8,423.03,419.39,370.09,85.96,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Sarah Tiller,F,SBD,Wraps,24.0,F-OR,66.3,67.5,140.0,150.0,-160.0,80.0,87.5,-90.0,130.0,140.0,150.0,387.5,9,404.25,400.65,353.54,82.14,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Kerryn Taylor,F,SBD,Wraps,31.0,F-OR,67.24,67.5,135.0,147.5,-160.0,70.0,75.0,77.5,150.0,-165.0,-165.0,375.0,10,388.01,383.8,338.58,78.84,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Keeta Crisp,F,SBD,Wraps,24.0,F-OR,71.5,75,220.0,230.0,240.0,120.0,130.0,,210.0,220.0,230.0,600.0,1,599.65,588.36,518.35,121.94,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Tegan Elferkh,F,SBD,Wraps,33.0,F-OR,73.88,75,132.5,142.5,-145.0,85.0,-90.0,92.5,147.5,157.5,167.5,402.5,2,395.18,386.3,339.99,80.45,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Emma Hall,F,SBD,Wraps,20.0,F-OR,74.36,75,135.0,145.0,-155.0,72.5,77.5,80.0,155.0,167.5,172.5,397.5,3,388.92,379.93,334.31,79.19,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Abbie Ohl,F,SBD,Wraps,26.0,F-OR,72.3,75,145.0,160.0,-165.0,65.0,67.5,70.0,140.0,150.0,-157.5,380.0,4,377.47,369.87,325.76,76.78,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Sally McBrydie,F,SBD,Wraps,36.0,F-OR,72.48,75,135.0,145.0,150.0,60.0,65.0,70.0,155.0,-165.0,-165.0,375.0,5,372.0,364.41,320.92,75.68,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Ana Robinson,F,SBD,Wraps,24.0,F-OR,74.38,75,130.0,140.0,-150.0,62.5,70.0,-75.0,145.0,160.0,165.0,375.0,6,366.85,358.36,315.33,74.7,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Alexa Toi,F,SBD,Wraps,37.0,F-OR,71.9,75,135.0,150.0,-155.0,-67.5,72.5,-80.0,125.0,140.0,150.0,372.5,7,371.14,363.91,320.56,75.48,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Vashti Halton,F,SBD,Wraps,43.0,F-OR,74.14,75,110.0,125.0,135.0,65.0,-70.0,-70.0,145.0,160.0,-167.5,360.0,8,352.79,344.73,303.37,71.83,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Christine Grobler,F,SBD,Wraps,27.0,F-OR,71.44,75,122.5,132.5,140.0,50.0,55.0,-57.5,110.0,122.5,127.5,322.5,9,322.46,316.42,278.78,65.57,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Chantal Marais,F,SBD,Wraps,31.0,F-OR,72.96,75,220.0,235.0,245.0,-110.0,-110.0,-110.0,205.0,215.0,-225.0,,DQ,,,,,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Dakoda Plumridge,F,SBD,Wraps,27.0,F-OR,79.16,82.5,180.0,190.0,200.0,102.5,-107.5,107.5,185.0,195.0,202.5,510.0,1,483.09,469.43,411.92,98.71,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Carmen Daldry,F,SBD,Wraps,34.0,F-OR,77.36,82.5,180.0,192.5,200.0,80.0,85.0,-90.0,175.0,185.0,-195.0,470.0,2,450.44,438.44,385.16,91.9,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Robin Collins,F,SBD,Wraps,40.0,F-OR,81.78,82.5,170.0,-180.0,-180.0,67.5,72.5,77.5,145.0,155.0,160.0,407.5,3,379.83,368.43,322.68,77.79,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Belinda Moloney,F,SBD,Wraps,36.0,F-OR,79.5,82.5,135.0,145.0,155.0,70.0,75.0,80.0,140.0,155.0,165.0,400.0,4,378.08,367.29,322.22,77.27,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Rebecca Ramsay,F,SBD,Wraps,34.0,F-OR,77.7,82.5,120.0,130.0,140.0,65.0,70.0,72.5,150.0,162.5,-170.0,375.0,5,358.59,348.91,306.45,73.18,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Jacinta Holman,F,SBD,Wraps,49.0,F-OR,78.1,82.5,115.0,120.0,-125.0,60.0,65.0,-70.0,160.0,170.0,180.0,365.0,6,348.11,338.59,297.31,71.07,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Ingrid Barclay,F,SBD,Wraps,50.0,F-OR,86.36,90,180.0,190.0,200.0,90.0,92.5,-95.0,190.0,205.0,217.5,510.0,1,463.23,448.75,391.48,95.3,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Kimberley Fyfe,F,SBD,Wraps,28.0,F-OR,89.74,90,-165.0,165.0,-175.0,105.0,-112.5,-118.0,180.0,190.0,200.0,470.0,2,419.55,406.6,353.52,86.64,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Karen Beardsley,F,SBD,Wraps,39.0,F-OR,86.26,90,155.0,165.0,172.5,62.5,65.0,67.5,152.5,160.0,165.0,405.0,3,368.06,356.55,311.08,75.71,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
Natalie Stone,F,SBD,Wraps,27.0,F-OR,89.38,90,152.5,165.0,172.5,72.5,77.5,-80.0,140.0,150.0,155.0,405.0,4,362.17,350.96,305.26,74.76,,Australia,SA,Nationals,GPC-AUS,2019-06-14,Yes
